ID,Sex,Age,Address,Family_size,Parent_cohabitation_status,Mother_education_level ,Father_education_level,Mother_job,Father_job,Guardian,Traveltime,Studytime,Failures,School_support,Family_support,Parent_aid,Activities,Nursery_attend,Access_internet,In_Romantic_relationship,Family_relative,Freetime,Goout,Health,Absences,State,Race,Math_score,Reading_score,Writing_score,Attendance_rate,Suspensions,Expulsions,Teacher_support,Counseling,Social_worker_visits,Parental_involvement
ID-1639,Male,19,Rural,greater than 3,Apart,secondary,higher education,services,services,other,3,3,4,yes,yes,no,yes,no,yes,yes,2,5,2,fair,75,Texas,African American,32,62,38,82.22,3,1,no,no,4,medium
ID-1837,Male,19,Rural,greater than 3,Apart,higher education,higher education,teacher,other,father,4,4,4,yes,yes,no,yes,no,yes,yes,5,3,1,good,19,Texas,Hispanic,78,32,93,92.76,1,0,no,yes,3,high
ID-1220,Male,19,Rural,greater than 3,Apart,higher education,primary (4th grade),at_home,health,other,2,2,1,yes,no,no,no,yes,no,no,2,4,3,peak,64,Texas,African American,28,97,40,73.82,3,0,yes,no,1,medium
ID-3575,Male,16,Rural,greater than 3,Apart,higher education,primary (4th grade),at_home,other,father,3,2,3,no,yes,yes,no,yes,no,yes,1,5,2,poor,8,Florida,Hispanic,12,27,42,70.33,0,0,yes,yes,0,low
ID-3198,Male,19,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),other,other,mother,4,1,1,yes,no,yes,no,no,no,no,1,1,3,peak,34,Texas,Other,66,47,49,99.95,3,0,no,yes,1,medium
ID-2218,Male,19,Rural,greater than 3,Apart,none,primary (5th-9th grade),other,health,other,1,2,1,yes,yes,no,no,no,yes,yes,4,2,2,poor,52,California,Hispanic,98,52,30,93.91,3,1,no,yes,1,low
ID-3118,Male,17,Rural,greater than 3,Apart,higher education,none,other,at_home,mother,4,3,3,no,yes,no,yes,no,no,yes,5,1,4,excellent,60,Florida,Hispanic,57,55,25,94.98,3,1,no,no,1,low
ID-1736,Male,15,Rural,greater than 3,Apart,higher education,none,health,services,mother,2,1,1,no,no,yes,yes,yes,yes,yes,3,5,4,peak,18,Florida,Hispanic,84,48,97,88.07,2,1,no,no,0,low
ID-511,Male,15,Rural,greater than 3,Apart,higher education,higher education,health,at_home,mother,2,4,4,yes,yes,yes,no,no,yes,yes,1,5,4,good,44,California,White,98,77,60,75.92,3,0,yes,no,3,medium
ID-4810,Male,17,Rural,greater than 3,Together,secondary,none,health,other,father,2,3,1,yes,yes,yes,yes,yes,yes,yes,1,2,2,excellent,89,Florida,Other,98,62,48,70.71,0,1,no,no,1,low
ID-1677,Male,17,Rural,greater than 3,Apart,secondary,secondary,teacher,other,mother,2,1,2,no,no,no,no,no,no,no,4,3,3,good,9,Texas,White,99,13,79,92.4,2,1,no,yes,1,medium
ID-2515,Male,17,Rural,greater than 3,Together,higher education,primary (4th grade),at_home,services,father,2,2,1,no,no,no,no,no,yes,no,5,5,2,fair,24,Texas,Asian,94,28,80,94.34,0,0,yes,no,2,low
ID-4212,Male,15,Rural,greater than 3,Apart,secondary,none,teacher,teacher,mother,1,2,4,yes,no,no,yes,no,yes,no,4,1,2,good,0,Texas,Asian,76,52,1,84.43,0,0,yes,no,4,low
ID-4390,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),health,other,mother,3,2,1,no,yes,no,no,no,yes,no,4,1,4,poor,50,Florida,Other,95,25,89,88.66,3,0,yes,no,0,medium
ID-4600,Male,17,Rural,greater than 3,Apart,primary (4th grade),secondary,at_home,teacher,father,1,4,4,yes,no,no,yes,yes,no,yes,3,2,3,fair,91,California,Asian,62,32,5,99.36,0,0,no,no,0,low
ID-769,Male,16,Rural,greater than 3,Together,secondary,none,teacher,services,mother,1,2,2,no,yes,yes,no,yes,yes,yes,1,4,5,poor,93,Texas,African American,81,68,18,80.12,2,1,no,no,4,low
ID-1260,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),teacher,other,mother,3,3,1,yes,yes,no,no,yes,yes,no,3,5,3,good,34,Florida,White,17,65,19,95.5,3,0,yes,no,3,low
ID-775,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),higher education,other,services,other,2,2,1,yes,yes,yes,no,no,no,no,2,3,5,good,68,Florida,Hispanic,9,72,72,96.19,2,0,yes,no,2,medium
ID-3574,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,teacher,teacher,other,2,1,2,no,yes,yes,yes,no,yes,yes,2,3,2,peak,46,Florida,African American,79,18,65,72.5,0,0,no,no,2,medium
ID-749,Male,15,Rural,greater than 3,Apart,primary (4th grade),secondary,teacher,services,father,2,3,3,yes,no,yes,yes,no,no,yes,2,3,1,fair,67,Florida,Hispanic,86,90,100,84.25,1,1,no,yes,0,low
ID-2310,Male,17,Rural,greater than 3,Together,none,primary (4th grade),at_home,services,mother,3,1,1,no,no,yes,no,yes,yes,yes,5,4,5,excellent,27,Florida,Asian,30,58,29,87.39,2,0,yes,no,2,high
ID-2728,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),higher education,other,at_home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,1,2,1,good,91,California,White,52,90,32,74.34,0,1,no,yes,4,medium
ID-1687,Male,16,Rural,greater than 3,Apart,higher education,higher education,other,teacher,other,4,4,4,yes,yes,yes,yes,no,yes,no,5,3,1,poor,10,California,Asian,97,89,25,82.34,2,1,no,yes,1,high
ID-1277,Male,19,Rural,greater than 3,Together,higher education,primary (5th-9th grade),services,other,mother,2,2,1,no,yes,no,yes,no,no,no,2,2,1,peak,80,California,White,43,100,61,83.59,1,1,no,no,0,medium
ID-348,Male,17,Rural,greater than 3,Together,higher education,higher education,at_home,services,other,1,2,4,yes,no,yes,no,yes,no,yes,1,2,1,good,23,Texas,Hispanic,28,100,47,78.33,3,1,yes,yes,0,medium
ID-4181,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),health,other,father,4,3,4,yes,yes,no,no,no,no,yes,2,3,1,good,85,Texas,Hispanic,48,77,99,72.71,2,1,no,yes,0,medium
ID-4055,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),at_home,health,other,4,2,4,yes,no,yes,yes,no,no,yes,1,5,5,excellent,76,Texas,Hispanic,79,2,14,80.46,0,1,no,yes,2,low
ID-1287,Male,16,Rural,greater than 3,Together,none,primary (4th grade),services,services,other,1,2,4,yes,no,yes,yes,yes,no,yes,4,4,5,excellent,52,California,Other,56,57,97,88.34,1,0,no,yes,0,high
ID-1090,Male,15,Rural,greater than 3,Together,higher education,secondary,at_home,services,father,2,3,2,no,yes,yes,yes,no,yes,no,4,2,5,poor,82,Florida,Asian,93,20,14,81.14,1,0,no,yes,0,medium
ID-4227,Male,17,Rural,greater than 3,Together,none,secondary,health,teacher,mother,1,3,3,no,no,yes,no,no,yes,yes,3,1,1,peak,88,Florida,Other,88,45,76,77.05,3,0,no,no,3,high
ID-4681,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,services,other,father,1,2,1,yes,no,yes,yes,no,no,no,3,3,2,fair,82,Florida,African American,100,100,57,75.95,2,0,no,no,0,medium
ID-2484,Male,16,Rural,greater than 3,Apart,secondary,secondary,services,other,other,4,2,1,no,yes,no,no,no,yes,yes,3,4,3,peak,16,California,Other,36,39,88,82.22,0,1,no,no,4,low
ID-2688,Male,19,Rural,greater than 3,Apart,higher education,secondary,teacher,other,mother,1,3,4,yes,yes,no,no,yes,yes,yes,4,5,3,excellent,89,California,Hispanic,47,71,93,99.04,1,1,no,no,2,high
ID-2035,Male,18,Rural,greater than 3,Together,secondary,higher education,at_home,teacher,other,1,3,3,yes,no,no,yes,no,no,yes,2,4,2,peak,43,Texas,White,82,69,54,88.92,1,0,yes,no,0,medium
ID-4599,Male,16,Rural,greater than 3,Apart,primary (4th grade),primary (5th-9th grade),teacher,other,mother,4,1,1,no,yes,yes,yes,yes,no,no,1,2,3,poor,44,Florida,Asian,95,65,79,73.17,0,1,yes,yes,4,low
ID-3289,Male,15,Rural,greater than 3,Apart,none,primary (5th-9th grade),at_home,at_home,father,3,4,4,no,yes,yes,no,no,yes,yes,3,1,1,excellent,63,Florida,Asian,100,56,63,74.14,0,0,yes,yes,2,medium
ID-4629,Male,15,Rural,greater than 3,Apart,secondary,higher education,at_home,health,father,3,1,2,yes,no,no,yes,yes,yes,yes,3,4,1,fair,11,Florida,Asian,58,5,38,87.86,3,0,no,no,2,low
ID-3597,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),other,other,other,3,1,2,yes,yes,no,yes,no,yes,yes,2,2,1,poor,63,Florida,African American,11,58,41,77.45,3,1,yes,yes,0,high
ID-4429,Male,18,Rural,greater than 3,Apart,primary (4th grade),secondary,other,teacher,father,3,3,1,no,no,no,no,yes,yes,yes,3,5,1,fair,15,Florida,Asian,14,38,2,94.98,3,1,yes,no,2,medium
ID-681,Male,17,Rural,greater than 3,Together,higher education,none,services,at_home,other,1,3,3,no,yes,no,no,no,no,no,2,4,3,excellent,41,Texas,African American,55,74,74,72.08,3,1,yes,yes,4,low
ID-4674,Male,16,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),health,other,mother,3,4,4,no,yes,yes,no,no,yes,yes,5,1,3,good,32,Florida,Hispanic,78,68,30,77.09,1,0,no,yes,3,low
ID-1550,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),none,other,teacher,father,3,3,3,yes,no,yes,no,yes,yes,no,5,4,4,poor,54,California,White,83,73,6,89.04,0,1,no,no,1,medium
ID-1473,Male,17,Rural,greater than 3,Together,higher education,none,other,health,other,2,4,4,no,yes,yes,yes,yes,yes,no,3,5,3,peak,16,Texas,Hispanic,59,51,21,89.7,1,0,no,no,0,high
ID-2925,Male,17,Rural,greater than 3,Apart,primary (5th-9th grade),none,health,other,father,1,2,1,yes,yes,yes,no,yes,yes,yes,2,4,4,fair,64,California,Other,69,37,41,91.41,0,0,yes,no,2,medium
ID-3706,Male,18,Rural,greater than 3,Apart,none,secondary,teacher,at_home,other,3,3,4,no,no,no,yes,no,yes,no,2,3,2,good,71,California,Asian,18,70,59,96,0,1,no,no,3,medium
ID-4119,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),primary (4th grade),teacher,teacher,other,4,2,1,yes,no,no,yes,no,yes,no,4,4,4,good,18,Texas,Other,52,99,13,99.07,1,0,no,no,4,high
ID-2478,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),none,services,at_home,mother,1,4,4,yes,yes,yes,yes,yes,no,yes,4,1,1,excellent,25,California,African American,28,81,52,76.03,1,0,no,no,2,medium
ID-994,Male,16,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),teacher,services,mother,3,2,4,no,yes,yes,yes,yes,yes,yes,2,5,2,peak,35,Texas,Hispanic,61,73,70,77.77,3,0,no,yes,4,high
ID-3874,Male,15,Rural,greater than 3,Apart,primary (4th grade),none,health,health,mother,4,3,3,yes,no,no,no,no,yes,yes,3,3,3,excellent,80,Florida,Asian,26,56,28,81.83,1,0,no,no,1,medium
ID-2812,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),services,at_home,other,4,3,4,no,no,yes,no,no,yes,no,5,3,2,good,91,Florida,African American,98,6,77,81.48,0,1,yes,yes,2,low
ID-244,Male,16,Rural,greater than 3,Together,higher education,primary (4th grade),other,health,other,2,3,4,yes,no,no,no,no,yes,no,4,5,3,poor,35,Texas,Hispanic,96,35,18,80.6,3,0,no,no,1,high
ID-2732,Male,18,Rural,greater than 3,Apart,secondary,higher education,health,teacher,father,1,2,4,no,no,yes,no,no,yes,no,2,4,1,fair,10,Florida,Hispanic,82,94,70,71.87,2,0,no,no,4,low
ID-2946,Male,18,Rural,greater than 3,Together,none,primary (5th-9th grade),teacher,services,other,3,1,4,yes,yes,no,yes,yes,no,yes,2,3,1,good,3,Florida,African American,39,49,21,95.88,0,1,yes,no,1,low
ID-3293,Male,17,Rural,greater than 3,Apart,primary (4th grade),primary (4th grade),health,health,other,3,3,3,no,yes,no,yes,no,no,no,1,1,2,excellent,51,Texas,White,35,71,26,89.9,3,0,no,yes,3,low
ID-309,Male,15,Rural,greater than 3,Together,primary (4th grade),higher education,at_home,at_home,mother,3,2,4,no,no,yes,yes,no,no,yes,5,3,3,fair,41,California,Hispanic,68,39,43,93.62,3,1,no,yes,3,high
ID-1600,Male,18,Rural,greater than 3,Together,primary (5th-9th grade),higher education,at_home,other,father,1,3,2,no,yes,no,no,no,yes,yes,1,1,4,excellent,13,California,Asian,19,73,75,99.99,3,1,yes,no,4,high
ID-2823,Male,19,Rural,greater than 3,Together,none,higher education,other,teacher,father,3,3,3,no,no,yes,no,no,yes,yes,2,2,2,good,19,Florida,Other,97,39,32,84.68,1,0,yes,no,2,medium
ID-149,Male,15,Rural,greater than 3,Together,higher education,secondary,at_home,services,other,2,3,2,no,yes,no,yes,yes,yes,yes,2,3,3,good,29,Texas,African American,47,50,72,73.99,1,1,yes,no,4,medium
ID-3656,Male,16,Rural,greater than 3,Together,secondary,higher education,other,health,father,2,3,2,no,yes,no,no,no,no,yes,3,1,5,peak,33,Texas,White,70,91,13,94.99,1,0,yes,no,1,medium
ID-4309,Male,17,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),services,teacher,father,2,1,4,yes,no,yes,yes,yes,yes,yes,4,4,3,good,5,Florida,Hispanic,97,89,17,92.28,2,0,yes,no,0,medium
ID-2112,Male,16,Rural,greater than 3,Together,primary (5th-9th grade),secondary,at_home,at_home,father,3,2,2,no,no,no,yes,yes,yes,no,1,4,3,good,72,Texas,Other,54,19,81,93.05,2,0,no,no,0,low
ID-4190,Male,16,Rural,greater than 3,Together,higher education,higher education,teacher,other,mother,2,2,4,no,no,yes,no,yes,no,yes,5,3,3,good,8,Texas,White,57,1,49,74.83,3,1,yes,no,3,high
ID-3075,Male,15,Rural,greater than 3,Apart,none,secondary,services,at_home,mother,2,3,2,no,yes,yes,no,yes,yes,no,4,5,4,poor,87,Texas,African American,91,86,72,92.64,2,1,no,no,3,high
ID-2014,Male,16,Rural,greater than 3,Together,primary (4th grade),higher education,other,teacher,other,3,2,1,no,yes,no,no,no,no,no,2,4,3,fair,64,Florida,Hispanic,38,22,70,87.78,2,1,yes,yes,0,high
ID-2388,Male,18,Rural,greater than 3,Apart,primary (5th-9th grade),secondary,other,health,father,1,3,4,no,no,yes,no,yes,no,yes,4,5,1,good,80,Florida,Hispanic,85,80,96,71.52,0,0,no,no,1,low
ID-4959,Male,16,Rural,greater than 3,Together,higher education,none,teacher,at_home,father,2,3,2,no,no,yes,yes,no,no,yes,5,4,5,poor,24,Texas,African American,40,40,41,78.76,1,0,yes,yes,4,high
ID-4906,Male,17,Rural,greater than 3,Apart,none,secondary,at_home,teacher,mother,3,4,1,yes,yes,no,no,no,yes,yes,3,4,1,peak,15,Texas,Other,49,56,32,76.61,0,0,no,no,2,low
ID-185,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),higher education,teacher,teacher,father,3,1,2,no,yes,yes,no,no,yes,no,5,1,3,fair,47,Texas,Other,58,20,10,78.73,0,1,yes,yes,0,medium
ID-2132,Male,19,Rural,greater than 3,Together,higher education,higher education,health,other,mother,1,4,1,no,yes,no,yes,no,yes,no,4,1,5,fair,26,Texas,Asian,55,38,64,75.99,2,1,yes,no,1,high
ID-899,Male,17,Rural,greater than 3,Together,none,secondary,services,other,mother,1,4,3,no,yes,yes,no,no,no,yes,4,1,5,excellent,5,Florida,Hispanic,52,25,74,81.94,3,1,yes,yes,4,medium
ID-3350,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),higher education,health,at_home,other,3,3,4,yes,yes,yes,yes,yes,no,no,3,4,2,good,4,California,African American,62,94,89,76.51,3,1,yes,no,0,high
ID-1585,Male,17,Rural,greater than 3,Apart,none,higher education,health,teacher,father,4,2,4,no,no,no,yes,no,yes,yes,2,3,3,peak,35,Florida,Hispanic,40,71,70,81.88,0,0,no,no,2,medium
ID-623,Male,15,Rural,greater than 3,Apart,none,primary (4th grade),health,at_home,mother,4,1,1,no,yes,no,no,yes,no,yes,3,5,3,good,87,Texas,Asian,29,50,33,70.5,0,1,no,yes,4,high
ID-3395,Male,17,Rural,greater than 3,Together,primary (5th-9th grade),secondary,teacher,at_home,father,1,2,4,no,yes,yes,yes,yes,no,no,4,5,2,good,37,Florida,Asian,54,70,7,92.08,0,1,no,no,1,low
ID-4165,Male,18,Rural,greater than 3,Together,none,secondary,services,health,father,4,3,4,yes,yes,yes,yes,no,yes,no,1,4,1,good,41,California,White,84,20,63,80.41,2,0,no,yes,2,medium
ID-982,Male,15,Rural,greater than 3,Apart,primary (4th grade),secondary,services,at_home,mother,2,4,1,no,no,yes,yes,yes,no,yes,5,2,3,peak,87,Texas,Hispanic,60,57,92,78.63,0,1,yes,yes,0,medium
ID-2544,Male,19,Rural,greater than 3,Together,secondary,primary (5th-9th grade),health,services,mother,3,1,2,no,no,yes,yes,no,yes,no,4,2,2,good,81,California,African American,39,49,98,95.77,1,1,yes,yes,3,low
ID-2279,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (4th grade),services,other,other,2,4,2,no,no,no,no,no,no,no,4,1,2,excellent,68,Florida,White,72,22,71,92.46,0,0,no,no,3,low
ID-3048,Male,16,Rural,greater than 3,Together,secondary,higher education,at_home,at_home,father,2,1,3,yes,no,yes,yes,yes,no,yes,2,5,2,poor,67,Texas,African American,35,76,34,95.89,0,1,yes,no,1,medium
ID-1311,Male,16,Rural,greater than 3,Apart,secondary,higher education,health,services,mother,2,3,2,yes,yes,yes,yes,no,yes,no,5,4,5,peak,21,Texas,Asian,12,41,45,96.19,0,0,yes,yes,3,low
ID-2235,Male,16,Rural,greater than 3,Apart,primary (5th-9th grade),none,health,health,father,3,4,2,yes,no,no,yes,no,yes,yes,4,3,3,peak,5,California,Other,45,41,18,91.89,1,1,no,no,4,medium
ID-1620,Male,18,Rural,greater than 3,Together,higher education,secondary,other,health,mother,1,1,3,no,no,yes,yes,yes,yes,yes,1,4,2,peak,76,Florida,Other,96,91,62,71.73,2,0,yes,no,3,medium
ID-3435,Male,18,Rural,greater than 3,Together,secondary,primary (5th-9th grade),teacher,teacher,father,4,1,4,no,no,yes,no,no,yes,no,4,4,5,excellent,67,Florida,African American,89,39,90,72.87,1,0,yes,no,3,medium
ID-3517,Male,18,Rural,greater than 3,Together,higher education,none,other,teacher,mother,1,3,1,yes,yes,yes,no,yes,yes,no,3,3,1,excellent,72,Texas,African American,0,26,39,72.2,1,0,no,no,4,medium
ID-3832,Male,15,Rural,greater than 3,Together,higher education,higher education,at_home,services,other,3,2,1,no,no,no,yes,no,no,no,2,3,4,good,49,Florida,Other,59,95,41,77.44,1,0,no,yes,1,low
ID-3497,Male,15,Rural,greater than 3,Apart,secondary,none,health,teacher,mother,2,3,1,no,yes,yes,yes,no,no,no,1,3,5,poor,14,California,White,1,19,43,95.92,3,0,no,no,0,medium
ID-3622,Male,16,Rural,greater than 3,Together,higher education,primary (5th-9th grade),services,services,father,2,2,4,yes,yes,yes,no,no,yes,no,3,2,3,good,0,Texas,Other,35,61,45,71.15,0,1,yes,no,1,low
ID-3306,Male,17,Rural,greater than 3,Together,higher education,primary (4th grade),health,services,mother,2,1,2,yes,no,no,yes,no,yes,no,3,3,3,excellent,73,Texas,Asian,44,12,83,71.7,1,0,no,yes,3,high
ID-4569,Male,16,Rural,greater than 3,Apart,secondary,none,other,health,other,2,2,3,no,no,yes,no,no,yes,yes,5,5,1,good,68,California,Hispanic,93,41,40,73.53,2,1,yes,yes,1,medium
ID-4,Male,19,Rural,greater than 3,Together,primary (5th-9th grade),primary (5th-9th grade),at_home,other,mother,2,1,3,yes,no,yes,yes,yes,yes,no,3,3,1,good,58,California,African American,79,65,14,87.35,0,0,yes,no,0,high
ID-1888,Male,15,Rural,greater than 3,Together,primary (5th-9th grade),higher education,at_home,services,mother,4,1,2,no,no,no,no,yes,no,no,5,2,3,good,41,Texas,White,8,42,16,79.57,3,0,yes,no,4,low
ID-440,Male,18,Rural,greater than 3,Apart,higher education,secondary,teacher,health,other,3,4,1,no,yes,no,yes,no,yes,no,1,4,3,poor,80,Texas,Asian,14,82,51,98.22,3,0,no,yes,4,medium
ID-419,Male,15,Rural,greater than 3,Together,secondary,secondary,services,health,father,2,4,3,yes,yes,no,yes,no,no,yes,1,1,2,excellent,12,California,Hispanic,38,48,67,74.06,3,1,no,no,4,low
ID-216,Male,18,Rural,greater than 3,Apart,higher education,primary (5th-9th grade),other,health,father,4,3,1,yes,yes,yes,yes,no,yes,yes,5,3,2,poor,67,Texas,White,54,78,1,94.14,3,0,yes,no,1,low
ID-2913,Male,19,Rural,greater than 3,Apart,none,primary (4th grade),teacher,services,other,4,3,4,no,no,no,yes,yes,yes,no,1,2,1,fair,36,Florida,African American,58,90,6,89.35,3,1,no,yes,3,medium
ID-503,Male,19,Rural,greater than 3,Together,higher education,primary (4th grade),other,health,mother,2,2,1,yes,yes,no,no,yes,yes,yes,2,2,5,good,49,California,White,85,11,18,89.59,0,1,no,yes,4,medium
ID-2233,Male,15,Rural,greater than 3,Apart,none,secondary,teacher,at_home,father,1,2,1,no,yes,yes,no,no,yes,no,2,4,3,fair,34,California,Asian,78,39,53,80.55,3,1,no,yes,3,low
ID-4858,Male,18,Rural,greater than 3,Together,primary (4th grade),none,other,health,father,1,1,1,yes,yes,yes,no,yes,no,no,5,2,1,fair,22,Texas,Other,3,73,75,70.14,0,1,no,no,2,high
ID-3411,Male,19,Rural,greater than 3,Apart,higher education,secondary,at_home,teacher,mother,3,3,4,no,no,yes,yes,no,yes,no,3,1,3,excellent,14,California,African American,15,91,77,81,1,0,no,yes,4,low
ID-3856,Male,16,Rural,greater than 3,Apart,none,higher education,at_home,other,father,3,2,4,yes,no,yes,yes,yes,yes,yes,2,1,2,good,91,California,Hispanic,10,67,4,88.04,3,1,yes,no,0,medium
ID-91,Male,16,Rural,greater than 3,Together,higher education,higher education,at_home,health,father,1,3,4,no,yes,yes,no,yes,yes,no,5,3,3,peak,11,Florida,African American,95,3,25,92.12,3,1,yes,no,3,high
ID-2895,Male,18,Rural,greater than 3,Together,primary (4th grade),primary (5th-9th grade),services,other,mother,2,1,4,yes,yes,yes,no,yes,no,no,3,4,5,good,31,California,Asian,21,91,88,86.59,2,1,no,yes,2,low
ID-1391,Male,15,Rural,greater than 3,Together,secondary,primary (5th-9th grade),teacher,services,father,2,1,1,yes,no,no,yes,no,no,no,5,1,5,fair,30,Florida,Hispanic,64,41,73,99.43,0,1,no,no,4,low
ID-2248,Male,19,Rural,greater than 3,Apart,primary (5th-9th grade),primary (5th-9th grade),services,other,other,4,2,4,no,no,yes,no,yes,no,yes,1,5,3,good,30,Texas,Asian,53,92,19,87.6,0,0,yes,yes,3,medium
ID-2592,Male,15,Rural,greater than 3,Apart,secondary,none,services,teacher,mother,2,3,2,yes,no,no,yes,yes,no,no,1,1,1,excellent,76,California,African American,89,11,11,72.49,3,1,yes,yes,3,high
ID-106,Male,16,Rural,greater than 3,Together,none,primary (5th-9th grade),health,health,father,2,2,1,yes,yes,no,no,no,no,no,4,2,5,fair,92,California,White,2,21,70,95.65,2,0,no,no,2,medium
ID-318,Male,19,Rural,greater than 3,Together,primary (4th grade),secondary,other,other,father,1,2,4,yes,no,no,yes,yes,no,yes,1,1,4,excellent,39,California,Asian,95,67,23,89.58,2,0,no,no,0,low
ID-1547,Male,15,Rural,greater than 3,Apart,none,none,at_home,at_home,father,4,3,1,yes,yes,yes,no,no,yes,yes,4,4,1,fair,27,Florida,Other,96,88,0,85.51,1,0,no,yes,1,low
